Sample_contact_address,Sample_contact_institute,protocol,Sample_contact_state,Sample_contact_department,Sample_description,Sample_source_name_ch1,Sample_type,gsm_id,SRR,Sample_molecule_ch1,Sample_platform_id,data_source,Sample_status,Sample_library_selection,Sample_title,read_type,Sample_contact_laboratory,SRX,Sample_data_row_count,Sample_extract_protocol_ch1,Sample_organism_ch1,Sample_relation,Sample_contact_zip/postal_code,Sample_last_update_date,Sample_contact_country,Sample_library_strategy,Sample_characteristics_ch1,Sample_geo_accession,Sample_channel_count,Sample_library_source,organism,Sample_supplementary_file_1,Sample_instrument_model,Sample_taxid_ch1,Sample_contact_email,Sample_data_processing,Sample_contact_name,sample_name,Sample_contact_city,Sample_series_id,Sample_submission_date
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172714,SRR3563044,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell835,PAIRED,Stephen Quake,SRX1788656,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: alpha,GSM2172714,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172714/suppl/GSM2172714_1000101204.A3.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell835,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172715,SRR3563045,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell836,PAIRED,Stephen Quake,SRX1788657,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: alpha,GSM2172715,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172715/suppl/GSM2172715_1000101203.H6.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell836,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172716,SRR3563046,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell837,PAIRED,Stephen Quake,SRX1788658,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: alpha,GSM2172716,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172716/suppl/GSM2172716_1000101204.B9.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell837,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172717,SRR3563047,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell838,PAIRED,Stephen Quake,SRX1788659,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: alpha,GSM2172717,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172717/suppl/GSM2172717_1000101204.A4.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell838,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172718,SRR3563048,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell839,PAIRED,Stephen Quake,SRX1788660,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: alpha,GSM2172718,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172718/suppl/GSM2172718_1000101204.C7.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell839,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172719,SRR3563049,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell840,PAIRED,Stephen Quake,SRX1788661,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: alpha,GSM2172719,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172719/suppl/GSM2172719_1000101204.F9.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell840,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172720,SRR3563050,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell841,PAIRED,Stephen Quake,SRX1788662,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: beta,GSM2172720,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172720/suppl/GSM2172720_1000101204.E10.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell841,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172721,SRR3563051,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell842,PAIRED,Stephen Quake,SRX1788663,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: ductal,GSM2172721,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172721/suppl/GSM2172721_1000101203.E1.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell842,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172722,SRR3563052,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell843,PAIRED,Stephen Quake,SRX1788664,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: beta,GSM2172722,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172722/suppl/GSM2172722_1000101204.A1.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell843,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172723,SRR3563053,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell844,PAIRED,Stephen Quake,SRX1788665,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: acinar,GSM2172723,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172723/suppl/GSM2172723_1000101203.B7.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell844,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172724,SRR3563054,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell845,PAIRED,Stephen Quake,SRX1788666,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: acinar,GSM2172724,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172724/suppl/GSM2172724_1000101203.G10.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell845,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172725,SRR3563055,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell846,PAIRED,Stephen Quake,SRX1788667,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: alpha,GSM2172725,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172725/suppl/GSM2172725_1000101204.C3.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell846,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172726,SRR3563056,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell847,PAIRED,Stephen Quake,SRX1788668,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: acinar,GSM2172726,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172726/suppl/GSM2172726_1000101203.D1.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell847,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172727,SRR3563057,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell848,PAIRED,Stephen Quake,SRX1788669,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: alpha,GSM2172727,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172727/suppl/GSM2172727_1000101204.G1.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell848,Stanford,GSE81547,May 20 2016
